post,bid,block,serial,buyer,seller,date
59712b58ab8760cbfb9232ec61b62386230d1ea2879e1123029e97c37464c40b,28508980,47217,9,boldfrontiers,ElrickErikose,2021-07-30 22:05:02
5d0f15723d17088ab8c92686c590afc008975a190988832eadc0cc41f6be47e9,103647728,47217,1,Sigmund,TestingNFTRoyalty,2021-07-30 22:05:02
d672c52e4abd5433c9053b221497f35fe1df7ace1c72c89d51272447bf2960a5,4440000000,47217,1,RajLahoti,TestingNFTRoyalty,2021-07-30 22:05:02
42bcbd60687b5c27538a3f537bc452a225fec03c6225c097ea1aebf2af98151b,27987685,47217,1,ReginaMarie,Clark_Renfort,2021-07-30 22:05:02
a46d18199fa35ff8de6dacd7de4729277d778f8449ef467cd7e9be5380b6aded,4384737382,47217,1,Sigmund,TestingNFTRoyalty,2021-07-30 22:05:02
f45bd79b3e31eacc9a624a3d3518d62d39a45b00df56866f7c7dfecb7ecd561d,93292,47217,1,Virophidian,DungeonMaster,2021-07-30 22:05:02
2c94dc66d4a4d884e5e6fb907603e648f98a924ad26fadfb394767806b1489db,33333300000,47217,1,CreatorCapital,TestingNFTRoyalty,2021-07-30 22:05:02
56ab1e94c383398031ce8c5a7a7e55e07905eb46c887acda7c34a645f7df3453,10000000,47218,3,qtnyc,UnknownNFT,2021-07-30 22:08:25
64513857905145099f881764db23fb55688ad0fec9d8fa1385806087c705a84c,94000000,47218,1,zardigrade,Bago,2021-07-30 22:08:25
92f274de8ea22ac1ba8a6986d8f74bfd3142a912d7e85bb9280eda18a6bc9d7f,10000000,47219,1,CreatorCapital,TestingNFTRoyalty,2021-07-30 22:08:46
82575ef49433b4c77eb88b208aea36150d748a9c67fa62b786de965bb336b05a,1110000000,47220,1,CreatorCapital,TestingNFTRoyalty,2021-07-30 22:12:29
ca4d4f4db32fe8186e14941fb7b4f1e5d702dcc5a85520e41cf00c7f0284e126,18658456,47220,10,Knight10,CaroleBaskin,2021-07-30 22:12:29
ca4d4f4db32fe8186e14941fb7b4f1e5d702dcc5a85520e41cf00c7f0284e126,18658456,47220,1,Nigels,CaroleBaskin,2021-07-30 22:12:29
3b2096576790c818d10cf08115e1b1f6477ac901aa4f8c0da8e1154a001fd30f,93292,47221,1,Virophidian,DungeonMaster,2021-07-30 22:14:01
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,30000000,47223,20,GoatTrade,Rabbithole,2021-07-30 22:17:03
ca4d4f4db32fe8186e14941fb7b4f1e5d702dcc5a85520e41cf00c7f0284e126,18658456,47225,3,dgsus,CaroleBaskin,2021-07-30 22:20:56
ca4d4f4db32fe8186e14941fb7b4f1e5d702dcc5a85520e41cf00c7f0284e126,16512734,47225,2,naruto,CaroleBaskin,2021-07-30 22:20:56
9beeefa866b7eb290508b640b4c4c67370d01ad31c2aa48bdcbb3788e33bb29e,187969924,47225,2,RickandMortyOG,ChristineLindstrom,2021-07-30 22:20:56
ca4d4f4db32fe8186e14941fb7b4f1e5d702dcc5a85520e41cf00c7f0284e126,18658456,47226,77,Krassenstein,CaroleBaskin,2021-07-30 22:22:16
5f57776ea0c2058e27741e067d91dd152ca97ab686d7362e80f382c14a4be073,95029934,47227,1,UnknownNFT,SmoketheArtist,2021-07-30 22:34:50
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,112327997,47227,11,JOOLIA,P7AY3R5,2021-07-30 22:34:50
655ddab84a943bad66d853afb90a065e2730783cdec305dc4b415caacc0897c5,6996921354,47227,1,Sigmund,BillionDollarCoin,2021-07-30 22:34:50
86fad322d83ebfe44a92be8f0cb9253a147d20aa6de770a8e497458f40190677,9502993,47227,1,DrawMe,futoshijapanese,2021-07-30 22:34:50
8014628441bb91002fb4facd78d7ddd86b2253f52ef6b36e38e24c63e07e7331,9502993,47227,1,DrawMe,futoshijapanese,2021-07-30 22:34:50
54369ee32add0fa49b3e159f2d9f03d781f0618efd27aa04e9b115d5904d42e1,938174,47227,1,P7AY3R5,NFTwaifus,2021-07-30 22:34:50
2fafeceebe1939684e5227a93af782f7ecacd7b4039b06fd11ea11607c6807e5,6996921354,47227,1,Sigmund,BillionDollarCoin,2021-07-30 22:34:50
05c7ecd7e4edd52673477a6dc0447fbe5aeba323b00b881a1bf9550452c5b6d5,46646142,47227,1,Bullink,Petrh,2021-07-30 22:34:50
07fee409c492d1806533a7081ec9d26afaa50dd3da45b5f6ea7f814c6adf072e,9329228,47227,1,futurepolitician,Oltion,2021-07-30 22:34:50
f8b372ce0463782ab295cf127d8c42c7a4ec499390eb7515f89e72bfc14b685d,55975370,47228,1,Owo,tobiasschmid,2021-07-30 22:36:44
5d6f666f13767b26e2d134cb2289f74836f31984d5b350fa88fddcd1e78cfd9f,1000000000,47228,1,CreatorCapital,BillionDollarCoin,2021-07-30 22:36:44
551127bbc73d8145beb8292df8ffab675534c32e80dbda99fc3fc462bfa06ac7,1000000000,47230,1,MichaelSavetsky,BillionDollarCoin,2021-07-30 22:46:44
09f5d2230a28194076c42a439e4066d470d1db094f1986f3b0f7abe30b1c6f4c,100000000,47230,1,gazillion,yuk,2021-07-30 22:46:44
60233ea22edec1092a20606c2f9d7ffab683cd11fbe26d0a98581041925682e5,10262151,47230,7,jklloyd,Supeginetto,2021-07-30 22:46:44
650cae7c3de09881f8d0ca99326b2abdebe668e389a8a16d25b34bc9caeb04bf,4291445097,47230,1,Sigmund,BillionDollarCoin,2021-07-30 22:46:44
07fee409c492d1806533a7081ec9d26afaa50dd3da45b5f6ea7f814c6adf072e,9329228,47233,3,Astaroth,Oltion,2021-07-30 22:55:23
1990c7752f73b9d9fdd44ae833bd68d99be01b5262b0e601f5c53af74420d5db,1000000000,47233,1,oweng,HuntSauce,2021-07-30 22:55:23
01f353790a6deb03b4ed21f31d4101a092ed456d2a97a1f31cfe3337808fd741,1000000000,47233,1,TorySeller,BillionDollarCoin,2021-07-30 22:55:23
5f8adc2be24b6f8380b012dccc5b724796f3004f2efa8f7320b5f15088f93f06,9487666,47233,1,Crowd33,mp3,2021-07-30 22:55:23
c269dd316646a01e8a5cd99e9cdcb81d98600ab583e6e6db62f309f9f1d495fd,957579,47233,1,BitCloutSweden,mp3,2021-07-30 22:55:23
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,9392317,47234,88,infinitytest,mp3,2021-07-30 23:04:36
01076f1718b306a044a6004c13514941c48ffeca6d4b0d61bd02dcec64603c75,46646142,47234,1,fizzler,MarblesOnStream,2021-07-30 23:04:36
8787fd6e2847066bfef0ec06337b73f6e9571390004c58c0f8ed3d40506a4e8b,187423859,47234,1,MLefebvre,MarblesOnStream,2021-07-30 23:04:36
2f53c707fbd6f3f691e98fbc81991cfd6524a79d065350325679615429b7feb2,279876854,47234,1,LaneDigitalArt,Petrh,2021-07-30 23:04:36
ee4a85e244996cdffb2b47c76c219d320f8dd5ac41900ffe3e2beb5f83c6e0b8,46646142,47236,30,Bullink,100baksoff,2021-07-30 23:15:01
1a3ad9534ff7fd97d5be4edafd4607a9ced37b34899192ecc52057864688cff6,10422535,47238,1,SpunkArt,XtremeD4rkBuCCaN33r,2021-07-30 23:28:20
72f40265c6a74f486be6a2136de8a0c3c7be068fe0c6f4651ed3f2f616d603c9,93896,47238,1,Virophidian,DungeonMaster,2021-07-30 23:28:20
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,29,47238,29,MechellLord,mp3,2021-07-30 23:28:20
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,9,47238,31,mrfossett,mp3,2021-07-30 23:28:20
7f9e83d69078709718f08e519892e4925f5a7ada9658de40fbcc2b5a2d527f7b,9,47238,33,TroyLinn,mp3,2021-07-30 23:28:20
9f15535fd01c6f01d9d8101ed1847d09a37c4e256e12ca5d8a334fb757ad1be1,93292284,47239,1,NathanFrame,MoonWay,2021-07-30 23:28:51
370510c9fc36999bfb1aef73c4f5f3d296d1ef07d0a438fb3a185f885e5417d3,50000000,47242,1,TheDiverseAlpha,Mashelenn,2021-07-30 23:39:32
83325df698f056f2f27c0fc774818b12a0444b442603461448f19a313ebb0329,100000000,47242,4,deleteddeleteddeleted,MissKatiann,2021-07-30 23:39:32
ed373252aceabf109c2c6c9ac8713ef5b5589135f66b1b6a9ed521ae0e07d803,20710887,47242,1,Nigels,BitDads,2021-07-30 23:39:32
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,22723004,47243,8,Nvo,DanoPhoto,2021-07-30 23:44:56
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,46948356,47243,1,samhorine,DanoPhoto,2021-07-30 23:44:56
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,18779342,47244,2,Bullink,DanoPhoto,2021-07-30 23:47:38
1b85af5ea59100f7e92b3672e2928adb01b2e88a3d769b15fc8be681901e19ce,47042253,47245,69,TorySeller,Sigmund,2021-07-30 23:56:00
f45bd79b3e31eacc9a624a3d3518d62d39a45b00df56866f7c7dfecb7ecd561d,1408450,47245,2,TheDiverseAlpha,DungeonMaster,2021-07-30 23:56:00
1b85af5ea59100f7e92b3672e2928adb01b2e88a3d769b15fc8be681901e19ce,47042253,47245,1,TorySeller,Sigmund,2021-07-30 23:56:00
3b2096576790c818d10cf08115e1b1f6477ac901aa4f8c0da8e1154a001fd30f,1408450,47245,2,TheDiverseAlpha,DungeonMaster,2021-07-30 23:56:00
d2ae132c6f23a38ecdc0b21767769882decdf50679b2440cf0463cb408c2e477,31171019,47245,1,SpunkArt,StarKey,2021-07-30 23:56:00
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,4694835,47245,3,UnknownNFT,DanoPhoto,2021-07-30 23:56:00
16e4773607831de39b409f2f3767039781637b6dc9fce1380f5abfda2af5b144,93896,47245,1,Virophidian,DungeonMaster,2021-07-30 23:56:00
2cc0b63fcaa3ec9665c0b1cde48849d350eb5d9a78dd3c4280585157b1a6033a,9389671,47245,1,NathanFrame,Petrh,2021-07-30 23:56:00
b2ca9116fec644c3ec3abb26d4044d0800e0423e127e1ec3d6f8a2da716bce48,1000000000,47246,1,TheDiverseAlpha,IonutBalaceanu,2021-07-30 23:57:53
9df54ccccda0795d95d90f544adae8e488132b84ce5512e24caa450dd9777fa8,93896,47247,1,Virophidian,DungeonMaster,2021-07-30 23:59:23
2517dfc1fe33ab0eace1e6b26ae38d0fc1d21dec66bf3d283be68eb2b27c1351,46948356,47250,1,striga,AgustinOlmedo,2021-07-31 00:11:08
8ccd148e948d04387b49ddffc08a6d935b9d8014e1f1625f0bb0797ee814b32e,93896713,47250,1,eileenodonnell,AgustinOlmedo,2021-07-31 00:11:08
dda29297a0842b0d144cbef38b543f880d0c75c7defcbe364b072e61436ccde3,93896,47250,1,Virophidian,DungeonMaster,2021-07-31 00:11:08
b282ee2646d21d2785a68cfd15e589d6fabae76d661d81daed2a92fd59acc81e,93896,47250,1,Virophidian,DungeonMaster,2021-07-31 00:11:08
4e6d803669cfeba74cf6909ecc9a47b9426bc4669d34a902a9ac918b3175971c,93896,47252,1,Virophidian,DungeonMaster,2021-07-31 00:11:51
9f7fdf8956fe9fdf12f57c113f4d2a32c42799111b60b2c2434a5f93da186c72,18779342,47253,1,UnknownNFT,Jul1ko,2021-07-31 00:19:26
cfbf38afa8eff5fc8807605ac371f7333a08867e8c0f59a3576b0de45d821217,51691729,47253,3,UnknownNFT,NFTPaul,2021-07-31 00:19:26
cfbf38afa8eff5fc8807605ac371f7333a08867e8c0f59a3576b0de45d821217,48394645,47253,9,MadamFetish,NFTPaul,2021-07-31 00:19:26
ccd6acd8c542cba5f0bce3bbcde591707a93a727bb7412a83d432e9e8d27d536,15000000,47254,1,striga,Hedonism,2021-07-31 00:22:50
f0264d299e371f5b3105aebd2998b97b706f3de50d4657ea8d6ea19b59d75726,20524302,47254,1,Nigels,imarman,2021-07-31 00:22:50
36aaf10ff9aefa588d70a625b608ddfbd19f7f6996969347efdff61770fd0a29,50000000,47255,1,TheDiverseAlpha,imarman,2021-07-31 00:27:45
deb30d881e9dab22765060e6fa5aae21d6c0abc6b91e50cdb19dd2f2694cbefa,50000000,47256,1,TheDiverseAlpha,imarman,2021-07-31 00:34:22
34866029f63f50380eb9145b0e96bcc798b9e1fecfa526741dd871de308915b4,20000000,47256,1,TheDiverseAlpha,imarman,2021-07-31 00:34:22
a3794ceaf96cdeba1af684d4c4cc03c026fb7039efaae153f7c618b24809cb73,300554146,47256,1,MeredithMarsone,haunholter,2021-07-31 00:34:22
cfe9cf73a67cad614d5def506ca732c51dc286ae6355dcf581c31905d5c642f8,10000000,47258,17,shafina,lifeclout,2021-07-31 00:42:29
e3285ed656cea6231c3da3f24586f460a2ac0c9d32050f7feaa90c4a7350795c,103286384,47259,2,Bullink,RickandMortyOG,2021-07-31 00:43:31
910f65881f45f9965254b3cf2204c5fb3b2034a32a1272e84eabb3706091201d,18740629,47266,55,Bullink,tylerdurden_,2021-07-31 01:01:36
ca648adf34ea16984df0d075d9d705060f83723e5dff6f396de1f6edf2c1c8a3,37650602,47266,1,ReginaMarie,Mashelenn,2021-07-31 01:01:36
fcc5b35406395429958c0a5df5e5d147bbb3f01a43579efda0835665c057aee9,9329228,47267,1,Nigels,malay11,2021-07-31 01:07:20
e81913de7abbd7b91edfd94bf9e66871d27478a89f84671261fe8b091f4d5351,160954364,47267,1,Wildography,MANRIKPHOTO,2021-07-31 01:07:20
a35bf840f145c5de3d3278ba4173db311bd4c0be23cf6c538779a19e1f8d6bc5,188235294,47268,1,Bullink,Petrh,2021-07-31 01:11:32
71e68c2fbb55bdc1b024261a165541db4c1f007cdc925fefa6fe878ea5d979de,8547008,47268,6,przemyslawdygdon,malay11,2021-07-31 01:11:32
08471148415626a0ccf058a3a2024a19ba04a9a378ef9c90d3b2abba877a294e,94117647,47269,4,jaydih,Nvo,2021-07-31 01:29:33
53c544c248204fb9f9044a8fc7215550f16cadab117ffded1b7397400871935b,1132852729,47269,1,Vedant_Amin,RajLahoti,2021-07-31 01:29:33
9e4407ae1d123676e94f1472e88a1afb588244c690c7eaf2c2ce5b7e57c0af07,14118975,47269,1,Krassenstein,mp3,2021-07-31 01:29:33
c44bb44811a09ab0114fc37505d29dd065c88ea2f42143c4afb37739afbbc93e,96730508,47270,1,NirvanaHTX,NalaInLight,2021-07-31 01:43:53
d2ae132c6f23a38ecdc0b21767769882decdf50679b2440cf0463cb408c2e477,9389671,47274,2,qtnyc,StarKey,2021-07-31 01:48:46
e56faf6bbd8542fc8f4955d54ce0bfe0b6f05304a3abf8db8cb9da34f47df5d8,103529411,47275,1,EggWay,HuntSauce,2021-07-31 02:12:56
81a730ea1541e75176e584f00242eacbd5b3a88e6625c00c77cf35cca420e1b7,11294117,47275,1,Majidayat,futoshijapanese,2021-07-31 02:12:56
5c4e0a801347b7241aa13044b593ab69e557d6570d9adb4025b4612e253d4478,752941176,47275,1,ASG,haunholter,2021-07-31 02:12:56
c5072bafc5a8fe5ea205006da4530684bfa7d7b7c5202a997ddece236622ce1f,9411764,47275,1,Petrh,UnknownNFT,2021-07-31 02:12:56
c5072bafc5a8fe5ea205006da4530684bfa7d7b7c5202a997ddece236622ce1f,9000000,47275,2,becopro,UnknownNFT,2021-07-31 02:12:56
35f11aa9917e49fa3a8604eb1faf1a2b6c542628ec986fb26d32c4568965a881,47058823,47275,60,dgsus,JoshuaCottrell,2021-07-31 02:12:56
28d4e5987d4e596f33e36da96af0f5d16b220c56b14b238f6c2b80133494d981,414117647,47275,3,Juls,MeredithMarsone,2021-07-31 02:12:56
f51769cebf95237ecadbd3fdb44f2b7cce3e3dda2c6dfc6ead9dc6fbe5a77410,48365254,47276,1,Petrh,patrickburnsco,2021-07-31 02:17:50
969306254c1a39ccc65adda76a489f8ea16f7f9b6fd3b7fc157cc821b891e017,14117647,47276,1,ThoughtsAreMaterial,Dismas,2021-07-31 02:17:50
eee45c9de429ca664701ea48d0a87163a2e198c07f19b343470a1c958d7f6bf5,47058823,47276,1,Thinkswell,GraphicShivam,2021-07-31 02:17:50
69216fc14ed607c4204ef014c5777b3c3727f511f9faa0e54a1e855b9b83f0c9,100000000,47276,1,Nvo,alinaferry,2021-07-31 02:17:50
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,10000000,47276,5,JoshuaCottrell,DanoPhoto,2021-07-31 02:17:50
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,4131455,47276,44,shafina,DanoPhoto,2021-07-31 02:17:50
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,46948356,47277,7,fizzler,DanoPhoto,2021-07-31 02:40:26
95813dca84c73d71639c70d4f3ad966d30725212c27a2d29247be43001a48778,46961068,47277,1,Tony_Stark,ARTRA,2021-07-31 02:40:26
50ed7933c461528df2a9f86d2f26782fad72bc1bccf97cb95bc1782cec0e5f9c,187213329,47277,1,SupportingCreatorsV2,Art_by_NINE,2021-07-31 02:40:26
c5072bafc5a8fe5ea205006da4530684bfa7d7b7c5202a997ddece236622ce1f,9346667,47277,3,przemyslawdygdon,UnknownNFT,2021-07-31 02:40:26
704c3740087af2659b5b7076e6bb6bea855737d47fc19a95cba37a0628851600,102813347,47277,1,MANRIKPHOTO,PhotographersCorner,2021-07-31 02:40:26
69216fc14ed607c4204ef014c5777b3c3727f511f9faa0e54a1e855b9b83f0c9,95000000,47277,2,darian_parrish,alinaferry,2021-07-31 02:40:26
3b68beee03c343c9ddd342f6b73b9457df9df1ce317f6af0af4d4a281c1f9304,192700000,47277,4,jaydih,LuiPeti,2021-07-31 02:40:26
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,18693335,47277,4,jeffhayward,DanoPhoto,2021-07-31 02:40:26
b69ea66436b847d0e21b44c1ac9720e24d0c0405c4aa135ad2825a006bedc40c,9720534,47279,14,TheDiverseAlpha,fizzler,2021-07-31 02:43:01
7a5a0b6e557a8857fdf3b2796932106eab5705c2d6ce62c447df01f0f99c259e,18823529,47283,50,SmoketheArtist,tylerdurden_,2021-07-31 02:58:36
7a5a0b6e557a8857fdf3b2796932106eab5705c2d6ce62c447df01f0f99c259e,9814001,47283,17,Davidsun,tylerdurden_,2021-07-31 02:58:36
420eb15be90f7f5842f234d2ed77e3f18259e583f8247ed1d2fd4b513e6f5a23,208638497,47284,8,RajLahoti,WilliamLaurent,2021-07-31 02:59:47
420eb15be90f7f5842f234d2ed77e3f18259e583f8247ed1d2fd4b513e6f5a23,150000000,47285,15,IDESofMarch,WilliamLaurent,2021-07-31 03:04:41
420eb15be90f7f5842f234d2ed77e3f18259e583f8247ed1d2fd4b513e6f5a23,121828375,47285,16,fangyuan,WilliamLaurent,2021-07-31 03:04:41
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,28040003,47285,10,SmoketheArtist,DanoPhoto,2021-07-31 03:04:41
b92b256c55adba5c44cf8d6d7d3d4eb8a655f5cdab79597251c03200d820182f,10000000,47285,4,laura_ipsum,ParkerJRoberts1,2021-07-31 03:04:41
b92b256c55adba5c44cf8d6d7d3d4eb8a655f5cdab79597251c03200d820182f,11000000,47286,5,TimWanskern,ParkerJRoberts1,2021-07-31 03:06:12
42fea249ff3a33f6cd6440107b34cedb57975bf41fcd6cecb4be9bd4bb09dba1,9411764,47287,30,ScottJohnson,rnovoa,2021-07-31 03:07:12
42fea249ff3a33f6cd6440107b34cedb57975bf41fcd6cecb4be9bd4bb09dba1,9411764,47287,28,ScottJohnson,rnovoa,2021-07-31 03:07:12
59712b58ab8760cbfb9232ec61b62386230d1ea2879e1123029e97c37464c40b,9627067,47287,10,TheDiverseAlpha,ElrickErikose,2021-07-31 03:07:12
35f11aa9917e49fa3a8604eb1faf1a2b6c542628ec986fb26d32c4568965a881,93466679,47288,87,alinaferry,JoshuaCottrell,2021-07-31 03:18:06
dd7e7c6b9fd93f7e637c975a25e2cd6db20332eb4ab867b6476f23f10127cefc,467333395,47288,1,LaneDigitalArt,efedoto,2021-07-31 03:18:06
420eb15be90f7f5842f234d2ed77e3f18259e583f8247ed1d2fd4b513e6f5a23,130853350,47288,9,DanoPhoto,WilliamLaurent,2021-07-31 03:18:06
327216160a1e0b13cbec53e5fdee9539f72de6053c9abdcee8b291252d0d6971,180000000,47288,1,falafeldude,Hummus,2021-07-31 03:18:06
08471148415626a0ccf058a3a2024a19ba04a9a378ef9c90d3b2abba877a294e,100000000,47288,6,100,Nvo,2021-07-31 03:18:06
ca46a0287ec554a0421bcccf2860ee74450a755b1b61ff7670fcf4c9f12703a0,9346667,47289,1,intg,whalefriend,2021-07-31 03:28:31
8d56db3f3d86ef85ba72c53ad8432aab3e6c56bfe164c7f4fb170b0f442de859,4673333,47289,6,jthingelstad,DanoPhoto,2021-07-31 03:28:31
447448093f0614635d07e3892f12d87680922517577ae45e3d9cf9695cfc5a18,1000000000,47289,1,oweng,WilliamLaurent,2021-07-31 03:28:31
a91f4b73b27e06d1b235cbb4ff24a770aab143b9c25f747350fa72d0819572aa,10000000,47289,8,a1iya,marcandregray,2021-07-31 03:28:31
a91f4b73b27e06d1b235cbb4ff24a770aab143b9c25f747350fa72d0819572aa,10056390,47289,7,nikmcfly,marcandregray,2021-07-31 03:28:31
a91f4b73b27e06d1b235cbb4ff24a770aab143b9c25f747350fa72d0819572aa,10000000,47289,22,gaby,marcandregray,2021-07-31 03:28:31
a91f4b73b27e06d1b235cbb4ff24a770aab143b9c25f747350fa72d0819572aa,10307346,47289,66,przemyslawdygdon,marcandregray,2021-07-31 03:28:31
07fee409c492d1806533a7081ec9d26afaa50dd3da45b5f6ea7f814c6adf072e,9389671,47289,2,JONSENBER,Oltion,2021-07-31 03:28:31
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,10000000,47289,1,intg,whalefriend,2021-07-31 03:28:31
6afb1dd61a7f03427c400cc1b0f23de0c74f7e7306d6c01b24c3f073a5cfc84b,100086530,47289,6,przemyslawdygdon,marcandregray,2021-07-31 03:28:31
c99c3fb04eaa1a63b5258b4bcac4bc8abedf5b74bdd40c491521933d9c02272b,39256005,47289,1,NathanFrame,mp3,2021-07-31 03:28:31
ee15c7ab5221210acf2ea46825fe0fbbf7abeff3b4e37fdb77f56d6c146ab267,50000000,47289,1,SukFung,DannyWithAlotOfUgene,2021-07-31 03:28:31
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,80000000,47290,2,intg,whalefriend,2021-07-31 03:33:55
4ebc9cf68f2616c897899ac6db2e281363ee4df17174f14b93716a9d72572969,243013365,47290,1,ChetBLong,mavericksplaylist,2021-07-31 03:33:55
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,20000000,47291,3,intg,whalefriend,2021-07-31 03:39:40
19ec4852c56fcebe5d382f575602a687e81d0963d1c137cf01fbbaf28589e684,9440134,47291,1,TheDiverseAlpha,malay11,2021-07-31 03:39:40
6c015ddb7f952e1daec0877ea3ba2d2955c20bb5b88b8ebae66d18f575eb21fb,93466679,47291,1,LuiPeti,PixelBros,2021-07-31 03:39:40
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,120000000,47291,4,intg,whalefriend,2021-07-31 03:39:40
1ca5a1a5ebe90a63f54bb8f29e153b2ec530ce4879477cd51a40137ca61fc1fe,9440134,47291,1,TheDiverseAlpha,malay11,2021-07-31 03:39:40
21fa1aef36dbb9a46a1b445a3bfef98595eafa5bd00f29ef051ab064ba563749,104574548,47292,1,joejerome,dhrm,2021-07-31 03:42:02
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,186933358,47292,5,intg,whalefriend,2021-07-31 03:42:02
d7d6210a8e74d56603aa318a6f551bde95fdbd828753b1bbfba4b4ae7df0cf5d,20990210,47293,1,SpunkArt,Cypher_,2021-07-31 03:46:15
2dddde095de85f1590b45a9fdbc4b4f34c9114b3d09f84d1ace44ac479e451ff,10000000,47293,8,intg,whalefriend,2021-07-31 03:46:15
35f11aa9917e49fa3a8604eb1faf1a2b6c542628ec986fb26d32c4568965a881,15795868,47294,169,TorySeller,BitSlap,2021-07-31 03:48:16
aa0a06641044852424de51781f87f89e322353163831f9a9eb1ff17fd4a79661,282352941,47295,1,jaydih,LuiPeti,2021-07-31 03:52:19
67a2d72caad1bed1e10fb48396e1f7324b85b3cc8d644499a76ec2b2015e4ce0,93758746,47296,1,ChetBLong,ClayPerryMusic,2021-07-31 04:03:53
055cb5fab303b021a88b47add814535920e3f1e2cba92730e6a0baa6cae9e298,485119880,47297,44,NirvanaHTX,NachoAverageTour,2021-07-31 04:06:45
ee5ef5bdb091c1e02e5469627e289ba0aed93830700eb8e3681375d9348826bd,9502993,47298,1,Krassenstein,MrPreet,2021-07-31 04:16:46
466fcf112475b9f973754ccef0d59f6dc0869cb3c2c7671a8f1f5effbd9c8792,1055877601,47298,1,RickandMortyOG,ClayPerryMusic,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,112034357,47298,5,NYCH,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,93817431,47298,7,Taonaya,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,102698160,47298,2,RickandMortyOG,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,93624192,47298,69,MadamFetish,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,140108350,47298,3,dgsus,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,281109445,47298,1,Aikon,BrixBoston100,2021-07-31 04:16:46
8265b2cf269a5e3068d3c7fe1f0c06d56c5e7fc63280784a6f9f56475e7e5e9d,140554722,47298,4,CloutBeer,BrixBoston100,2021-07-31 04:16:46
8de83a4d43d6b807554dbf2be31b9b94bd8b4fe2be2e2febb1bbefc313a0cb51,4141955,47298,44,shafina,ftanix_,2021-07-31 04:16:46
8de83a4d43d6b807554dbf2be31b9b94bd8b4fe2be2e2febb1bbefc313a0cb51,93896,47298,2,TheDiverseAlpha,ftanix_,2021-07-31 04:16:46
75dcb97a74704dbb45fbc67499f2aa06c5058795d8ef38baeb07ce5300b3649c,480000000,47301,1,ASG,tylerdurden_,2021-07-31 04:20:08
42fea249ff3a33f6cd6440107b34cedb57975bf41fcd6cecb4be9bd4bb09dba1,9253201,47302,31,rayayang,rnovoa,2021-07-31 04:24:01
a7c07925913e6523de63383b415eb7122ea65f6ce3c1e9b0b63299b710610b43,1404362887,47303,1,craig,LiftClout,2021-07-31 04:30:59
bd3f97d3dbdc075c6a0bb2cac20b546f03316f6031583d02a9c3438f0894dcb2,100908173,47303,1,UnknownNFT,ElrickErikose,2021-07-31 04:30:59
ca3e31ae8026a8fc485f3867b319e8ddc8cdc2402cd364a1f7202a81a5877431,1000000000,47304,1,bruhmoments,MarkBentley,2021-07-31 04:41:13
de4ac6eeae17157049195ff183ccd4432510503b6ec9357a2a5502b25e9d2122,4000000000,47304,1,CreatorFundMicro,brockpierson,2021-07-31 04:41:13
